"Timestamp","Value"
0.000000,0.006326467730104923
0.000250,0.006326884962618351
0.000500,0.00632689381018281
0.000750,0.006327083799988031
0.001000,0.006327424664050341
0.001250,0.0063268328085541725
0.001500,0.006327158771455288
0.001750,0.006326430011540651
0.002000,0.006326770875602961
0.002250,0.0063268085941672325
0.002500,0.006326742935925722
0.002750,0.006327196955680847
0.003000,0.0063269599340856075
0.003250,0.0063273487612605095
0.003500,0.00632713595405221
0.003750,0.0063270688988268375
0.004000,0.006326240953058004
0.004250,0.006325908936560154
0.004500,0.0063257720321416855
0.004750,0.006326173897832632
0.005000,0.006326097995042801
0.005250,0.006325936876237392
0.005500,0.006326353643089533
0.005750,0.006326817907392979
0.006000,0.006326931994408369
0.006250,0.006326770875602961
0.006500,0.006326604634523392
0.006750,0.006326491944491863
0.007000,0.006326931994408369
0.007250,0.006326817907392979
0.007500,0.006326855625957251
0.007750,0.006327083799988031
0.008000,0.006327296607196331
0.008250,0.006327424664050341
0.008500,0.006327097769826651
0.008750,0.006327372044324875
0.009000,0.006327599752694368
0.009250,0.00632743863388896
0.009500,0.006327637936919928
0.009750,0.006327272858470678
0.010000,0.006327248644083738
0.010250,0.006327817682176828
0.010500,0.006327210925519466
0.010750,0.00632689381018281
0.011000,0.006326931994408369
0.011250,0.006326794624328613
0.011500,0.006327196955680847
0.011750,0.0063270218670368195
0.012000,0.00632689381018281
0.012250,0.0063265906646847725
0.012500,0.006326667033135891
0.012750,0.006326694972813129
0.013000,0.0063265906646847725
0.013250,0.006326922681182623
0.013500,0.006327158771455288
0.013750,0.006327144801616669
0.014000,0.0063273110426962376
0.014250,0.006327386945486069
0.014500,0.006327325012534857
0.014750,0.0063271066173911095
0.015000,0.00632668100297451
0.015250,0.006326770875602961
0.015500,0.006326732691377401
0.015750,0.0063270218670368195
0.016000,0.0063275620341300964
0.016250,0.006327878683805466
0.016500,0.006327499635517597
0.016750,0.006327750626951456
0.017000,0.006327182985842228
0.017250,0.006326884962618351
0.017500,0.006326855625957251
0.017750,0.006326907780021429
0.018000,0.00632689381018281
0.018250,0.006326855625957251
0.018500,0.006326581817120314
0.018750,0.006326581817120314
0.019000,0.006326150614768267
0.019250,0.0063262260518968105
0.019500,0.0063262637704610825
0.019750,0.0063262879848480225
0.020000,0.006327121052891016
0.020250,0.006327703595161438
0.020500,0.006327992770820856
0.020750,0.0063282339833676815
0.021000,0.006328030955046415
0.021250,0.006327727809548378
0.021500,0.006327955052256584
0.021750,0.006327817682176828
0.022000,0.0063278269954025745
0.022250,0.006327689625322819
0.022500,0.006327599752694368
0.022750,0.006327447947114706
0.023000,0.00632665678858757
0.023250,0.006326667033135891
